kode_wilayah,nama_wilayah,level_wilayah,kode_provinsi,nama_provinsi
8204,Kabupaten Kepulauan Sula,Kab/Kota,8200,Provinsi Maluku Utara
8205,Kabupaten Halmahera Selatan,Kab/Kota,8200,Provinsi Maluku Utara
8206,Kabupaten Halmahera Timur,Kab/Kota,8200,Provinsi Maluku Utara
8207,Kabupaten Pulau Morotai,Kab/Kota,8200,Provinsi Maluku Utara
8208,Kabupaten Pulau Taliabu,Kab/Kota,8200,Provinsi Maluku Utara
8271,Kota Ternate,Kab/Kota,8200,Provinsi Maluku Utara
8272,Kota Tidore Kepulauan,Kab/Kota,8200,Provinsi Maluku Utara
9100,Provinsi Papua,Provinsi,9100,Provinsi Papua
9103,Kabupaten Jayapura,Kab/Kota,9100,Provinsi Papua
9105,Kabupaten Kepulauan Yapen,Kab/Kota,9100,Provinsi Papua
9106,Kabupaten Biak Numfor,Kab/Kota,9100,Provinsi Papua
9110,Kabupaten Sarmi,Kab/Kota,9100,Provinsi Papua
9111,Kabupaten Keerom,Kab/Kota,9100,Provinsi Papua
9115,Kabupaten Waropen,Kab/Kota,9100,Provinsi Papua
9119,Kabupaten Supiori,Kab/Kota,9100,Provinsi Papua
9120,Kabupaten Mamberamo Raya,Kab/Kota,9100,Provinsi Papua
9171,Kota Jayapura,Kab/Kota,9100,Provinsi Papua
9200,Provinsi Papua Barat,Provinsi,9200,Provinsi Papua Barat
9202,Kabupaten Manokwari,Kab/Kota,9200,Provinsi Papua Barat
9203,Kabupaten Fak Fak,Kab/Kota,9200,Provinsi Papua Barat
9206,Kabupaten Teluk Bintuni,Kab/Kota,9200,Provinsi Papua Barat
9207,Kabupaten Teluk Wondama,Kab/Kota,9200,Provinsi Papua Barat
9208,Kabupaten Kaimana,Kab/Kota,9200,Provinsi Papua Barat
9211,Kabupaten Manokwari Selatan,Kab/Kota,9200,Provinsi Papua Barat
9212,Kabupaten Pegunungan Arfak,Kab/Kota,9200,Provinsi Papua Barat
9300,Provinsi Papua Selatan,Provinsi,9300,Provinsi Papua Selatan
9301,Kabupaten Merauke,Kab/Kota,9300,Provinsi Papua Selatan
9302,Kabupaten Boven Digoel,Kab/Kota,9300,Provinsi Papua Selatan
9303,Kabupaten Mappi,Kab/Kota,9300,Provinsi Papua Selatan
9304,Kabupaten Asmat,Kab/Kota,9300,Provinsi Papua Selatan
9400,Provinsi Papua Tengah,Provinsi,9400,Provinsi Papua Tengah
9401,Kabupaten Nabire,Kab/Kota,9400,Provinsi Papua Tengah
9402,Kabupaten Puncak Jaya,Kab/Kota,9400,Provinsi Papua Tengah
9403,Kabupaten Paniai,Kab/Kota,9400,Provinsi Papua Tengah
9404,Kabupaten Mimika,Kab/Kota,9400,Provinsi Papua Tengah
9405,Kabupaten Puncak,Kab/Kota,9400,Provinsi Papua Tengah
9406,Kabupaten Dogiyai,Kab/Kota,9400,Provinsi Papua Tengah
9407,Kabupaten Intan Jaya,Kab/Kota,9400,Provinsi Papua Tengah
9408,Kabupaten Deiyai,Kab/Kota,9400,Provinsi Papua Tengah
9500,Provinsi Papua Pegunungan,Provinsi,9500,Provinsi Papua Pegunungan
9501,Kabupaten Jayawijaya,Kab/Kota,9500,Provinsi Papua Pegunungan
9502,Kabupaten Pegunungan Bintang,Kab/Kota,9500,Provinsi Papua Pegunungan
9503,Kabupaten Yahukimo,Kab/Kota,9500,Provinsi Papua Pegunungan
9504,Kabupaten Tolikara,Kab/Kota,9500,Provinsi Papua Pegunungan
9505,Kabupaten Mamberamo Tengah,Kab/Kota,9500,Provinsi Papua Pegunungan
9506,Kabupaten Yalimo,Kab/Kota,9500,Provinsi Papua Pegunungan
9507,Kabupaten Lanny Jaya,Kab/Kota,9500,Provinsi Papua Pegunungan
9508,Kabupaten Nduga,Kab/Kota,9500,Provinsi Papua Pegunungan
9600,Provinsi Papua Barat Daya,Provinsi,9600,Provinsi Papua Barat Daya
9601,Kabupaten Sorong,Kab/Kota,9600,Provinsi Papua Barat Daya
9602,Kabupaten Sorong Selatan,Kab/Kota,9600,Provinsi Papua Barat Daya
9603,Kabupaten Raja Ampat,Kab/Kota,9600,Provinsi Papua Barat Daya
9604,Kabupaten Tambrauw,Kab/Kota,9600,Provinsi Papua Barat Daya
9605,Kabupaten Maybrat,Kab/Kota,9600,Provinsi Papua Barat Daya
9671,Kota Sorong,Kab/Kota,9600,Provinsi Papua Barat Daya
